id,establecimiento,tipo,calle,altura,piso_dpto,cruce,barrio_localidad,ciudad,partido_comuna,provincia_region,pais,aprobado,observacion,formattedaddress,latitude,longitude,habilitado,confidence,condones,prueba,mac,ile,dc,ssr,es_rapido,tel_distrib,mail_distrib,horario_distrib,responsable_distrib,web_distrib,ubicacion_distrib,comentarios_distrib,tel_testeo,mail_testeo,horario_testeo,responsable_testeo,web_testeo,ubicacion_testeo,observaciones_testeo,tel_mac,mail_mac,horario_mac,responsable_mac,web_mac,ubicacion_mac,comentarios_mac,tel_ile,mail_ile,horario_ile,responsable_ile,web_ile,ubicacion_ile,comentarios_ile,tel_dc,mail_dc,horario_dc,responsable_dc,web_dc,ubicacion_dc,comentarios_dc,tel_ssr,mail_ssr,horario_ssr,responsable_ssr,web_ssr,ubicacion_ssr,comentarios_ssr,servicetype_condones,servicetype_prueba,servicetype_mac,servicetype_ile,servicetype_dc,servicetype_ssr,friendly_condones,friendly_prueba,friendly_mac,friendly_ile,friendly_dc,friendly_ssr
190,"APLAFA - Chitre","Asociación Miembro IPPF/WHR","Avenida Centenario.",,"Al lado de la floristería Don Bosco.",,Chitré,Chitré,Herrera,Herrera,Panamá,1,,,7.9614121,-80.4295858,1,,SI,SI,SI,NO,SI,SI,SI,"996 6116",csfchitre@aplafa.org.pa,"Lunes a Viernes 8 a.m. - 4.30 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.aplafa.org.pa/,,,"996 6116",csfchitre@aplafa.org.pa,"Lunes a Viernes 8 a.m. - 4.30 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.aplafa.org.pa/,,"Realización de pruebas de VIH y otras ITS","996 6116",csfchitre@aplafa.org.pa,"Lunes a Viernes 8 a.m. - 4.30 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.aplafa.org.pa/,,,,,,,,,,"996 6116",csfchitre@aplafa.org.pa,"Lunes a Viernes 8 a.m. - 4.30 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.aplafa.org.pa/,,"Detección de cáncer de cuello uterino y cáncer de mamas","996 6116",csfchitre@aplafa.org.pa,"Lunes a Viernes 8 a.m. - 4.30 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.aplafa.org.pa/,,,,,,,,,SI,SI,SI,SI,SI,SI
191,"APLAFA - Santiago","Asociación Miembro IPPF/WHR","Barriada La Hilda # 1.",,"Entre Escuela Bellas Artes y el IFARU",,Santiago,Santiago,Veraguas,Veraguas,Panamá,1,,,8.1077732,-80.9738563,1,,SI,SI,SI,NO,SI,SI,SI,"933 0509 998 0606",csfsantiago@aplafa.org.pa,"Lunes a Viernes 8 a.m. - 4.30 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.aplafa.org.pa/,,,"933 0509 998 0606",csfsantiago@aplafa.org.pa,"Lunes a Viernes 8 a.m. - 4.30 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.aplafa.org.pa/,,"Realización de pruebas de VIH y otras ITS","933 0509 998 0606",csfsantiago@aplafa.org.pa,"Lunes a Viernes 8 a.m. - 4.30 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.aplafa.org.pa/,,,,,,,,,,"933 0509 998 0606",csfsantiago@aplafa.org.pa,"Lunes a Viernes 8 a.m. - 4.30 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.aplafa.org.pa/,,"Detección de cáncer de cuello uterino y cáncer de mamas","933 0509 998 0606",csfsantiago@aplafa.org.pa,"Lunes a Viernes 8 a.m. - 4.30 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.aplafa.org.pa/,,,,,,,,,SI,SI,SI,SI,SI,SI
192,"APLAFA - David","Asociación Miembro IPPF/WHR","Cooperativa I.V.U. Dos Pinos",,,,David,David,Chiriquí,Chiriquí,Panamá,1,,,8.417893,-82.4199861,1,,SI,SI,SI,NO,SI,SI,SI,"774 6422",csfdavid@aplafa.org.pa,"Lunes a Viernes 8 a.m. - 4.30 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.aplafa.org.pa/,,,"774 6422",csfdavid@aplafa.org.pa,"Lunes a Viernes 8 a.m. - 4.30 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.aplafa.org.pa/,,"Realización de pruebas de VIH y otras ITS","774 6422",csfdavid@aplafa.org.pa,"Lunes a Viernes 8 a.m. - 4.30 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.aplafa.org.pa/,,,,,,,,,,"774 6422",csfdavid@aplafa.org.pa,"Lunes a Viernes 8 a.m. - 4.30 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.aplafa.org.pa/,,"Detección de cáncer de cuello uterino y cáncer de mamas","774 6422",csfdavid@aplafa.org.pa,"Lunes a Viernes 8 a.m. - 4.30 p.m. / Sábados 8 a.m. - 12 p.m.",,http://www.aplafa.org.pa/,,,,,,,,,SI,SI,SI,SI,SI,SI
193,"CEPEP - Clínica de la Familia Asunción","Asociación Miembro IPPF/WHR","Avenida Peru",1284,"Edificio CEPEP","Ana Díaz",Asunción,Asunción,Asunción,"Distrito Capital",Paraguay,1,,,-25.299133,-57.626911,1,,SI,SI,SI,NO,NO,SI,NO,"595 21 204 020 / 226 195 WhatsApp 595 982 283 275",,,,,,,"595 21 204 020 / 226 195 WhatsApp 595 982 283 275",,,,,,"Realización de pruebas de ITS","595 21 204 020 / 226 195 WhatsApp 595 982 283 275",,,,,,,,,,,,,,,,,,,,,"595 21 204 020 / 226 195 WhatsApp 595 982 283 275",,,,,,,,,,,,,SI,SI,SI,SI,SI,SI
194,"CEPEP - Clínica de la Familia San Lorenzo","Asociación Miembro IPPF/WHR",Hernandarias,1775,,"Julia M. Cueto","San Lorenzo","San Lorenzo","San Lorenzo",Central,Paraguay,1,,,-25.345532,-57.51339,1,,SI,SI,SI,NO,NO,SI,NO,"595 21 576 446/447 / WhatsApp 595 985 600 473",,,,www.cepep.org.py/es,,,"595 21 576 446/447 / WhatsApp 595 985 600 473",,,,www.cepep.org.py/es,,"Realización de pruebas de ITS","595 21 576 446/447 / WhatsApp 595 985 600 473",,,,www.cepep.org.py/es,,,,,,,,,,,,,,,,,"595 21 576 446/447 / WhatsApp 595 985 600 473",,,,www.cepep.org.py/es,,,,,,,,,SI,SI,SI,SI,SI,SI
195,"CEPEP - Clínica de la Familia Encarnación","Asociación Miembro IPPF/WHR","Carlos Antonio López",852,,"General Cabañas",Encarnación,Encarnación,Encarnación,Itapúa,Paraguay,1,,,-27.338863,-55.863905,1,,SI,SI,SI,NO,NO,SI,NO,"595 71 202 592 / WhatsApp 595 985 600 475",,,,www.cepep.org.py/es,,,"595 71 202 592 / WhatsApp 595 985 600 475",,,,www.cepep.org.py/es,,"Realización de pruebas de ITS","595 71 202 592 / WhatsApp 595 985 600 475",,,,www.cepep.org.py/es,,,,,,,,,,,,,,,,,"595 71 202 592 / WhatsApp 595 985 600 475",,,,www.cepep.org.py/es,,,,,,,,,SI,SI,SI,SI,SI,SI
196,"CEPEP - Clínica de la Familia Ciudad del Este","Asociación Miembro IPPF/WHR","Avenida Emeterio Miranda",,"Edificio Premier II","Camilo Recalde","Ciudad del Este","Ciudad del Este","Ciudad del Este","Alto Paraná",Paraguay,1,,,-25.507965,-54.615237,1,,SI,SI,SI,NO,NO,SI,NO,"595 61 500 579 / WhatsApp 595 985 600 474",,,,www.cepep.org.py/es,,,"595 61 500 579 / WhatsApp 595 985 600 474",,,,www.cepep.org.py/es,,"Realización de pruebas de ITS","595 61 500 579 / WhatsApp 595 985 600 474",,,,www.cepep.org.py/es,,,,,,,,,,,,,,,,,"595 61 500 579 / WhatsApp 595 985 600 474",,,,www.cepep.org.py/es,,,,,,,,,SI,SI,SI,SI,SI,SI
197,"INPPARES - Clínica Central","Asociación Miembro IPPF/WHR","Avenida Giuseppe Garibaldi",125,,,"Jesús María","Jesús María",Lima,Lima,Perú,1,,,-12.08297,-77.04979,1,,SI,SI,SI,NO,SI,SI,SI,"640 2000/100/129/134/300",informes@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,,"640 2000/100/129/134/300",informes@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,"Realización de pruebas de VIH y otras ITS","640 2000/100/129/134/300",informes@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,,,,,,,,,"640 2000/100/129/134/300",informes@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,"Detección de cáncer de cuello uterino y cáncer de mamas","640 2000/100/129/134/300",informes@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,,,,,,,,SI,SI,SI,SI,SI,SI
198,"INPPARES - Centro Especializado de Ayuda Diagnóstica","Asociación Miembro IPPF/WHR","Avenida Giuseppe Garibaldi",125,,,"Jesús María","Jesús María",Lima,Lima,Perú,1,,,-12.08297,-77.04979,1,,NO,SI,NO,NO,SI,SI,SI,,,,,,,,"640 2000/313",informes@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,"Realización de pruebas de VIH y otras ITS",,,,,,,,,,,,,,,"640 2000/313",informes@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,"Detección de cáncer de cuello uterino y cáncer de mamas","640 2000/313",informes@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,,,,,,,,SI,SI,SI,SI,SI,SI
199,"INPPARES - Servicio para Jóvenes","Asociación Miembro IPPF/WHR","Jr. Luis Sanchez Cerro",2110,,,"San Miguel","San Miguel",Lima,Lima,Perú,1,,,-12.0819077,-77.0509743,1,,SI,SI,SI,NO,SI,SI,SI,"640 2070",pregunto@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,,"640 2070",pregunto@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,"Realización de pruebas de VIH y otras ITS","640 2070",pregunto@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,,,,,,,,,"640 2070",pregunto@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,"Detección de cáncer de cuello uterino y cáncer de mamas","640 2070",pregunto@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,,,,,,,,SI,SI,SI,SI,SI,SI
200,"INPPARES - Clínica del Hombre","Asociación Miembro IPPF/WHR","Jr. Luis Sanchez Cerro",2110,,,"San Miguel","San Miguel",Lima,Lima,Perú,1,,,-12.0819077,-77.0509743,1,,SI,SI,SI,NO,NO,SI,SI,"640 2070/312",informes@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,,"640 2070/312",informes@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,"Realización de pruebas de VIH y otras ITS","640 2070/312",informes@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,,,,,,,,,,,,,,,,"640 2070/312",informes@inppares.org,"Lunes a Sábados 8 a.m. - 7.45 p.m.",,www.inppares.org,,,,,,,,,SI,SI,SI,SI,SI,SI
201,"INPPARES - Ate","Asociación Miembro IPPF/WHR","Jr. El Triunfo",105,,,Ate,Ate,Lima,Lima,Perú,1,,,-12.0222,-76.91583,1,,SI,SI,SI,NO,SI,SI,SI,"351 3628 / 640 2155","informes@inppares.org, sedeate@inppares.org","Lunes a Viernes 9 a.m. - 7 p.m. / Sábados 9 a.m. - 1 p.m.",,www.inppares.org,,,"351 3628 / 640 2155","informes@inppares.org, sedeate@inppares.org","Lunes a Viernes 9 a.m. - 7 p.m. / Sábados 9 a.m. - 1 p.m.",,www.inppares.org,,"Realización de pruebas de VIH y otras ITS","351 3628 / 640 2155","informes@inppares.org, sedeate@inppares.org","Lunes a Viernes 9 a.m. - 7 p.m. / Sábados 9 a.m. - 1 p.m.",,www.inppares.org,,,,,,,,,,"351 3628 / 640 2155","informes@inppares.org, sedeate@inppares.org","Lunes a Viernes 9 a.m. - 7 p.m. / Sábados 9 a.m. - 1 p.m.",,www.inppares.org,,"Detección de cáncer de cuello uterino y cáncer de mamas","351 3628 / 640 2155","informes@inppares.org, sedeate@inppares.org","Lunes a Viernes 9 a.m. - 7 p.m. / Sábados 9 a.m. - 1 p.m.",,www.inppares.org,,,,,,,,,SI,SI,SI,SI,SI,SI
202,"INPPARES - Comas","Asociación Miembro IPPF/WHR","Avenida Tupac Amaru",930,,,Comas,Comas,Lima,Lima,Perú,1,,,-11.97417,-77.05846,1,,SI,SI,SI,NO,SI,SI,SI,"542 4659 / 640 2157","informes@inppares.org, sedecomas@innpares.org","Lunes a Viernes 9 a.m. - 7 p.m. / Sábados 9 a.m. - 1 p.m.",,www.inppares.org,,,"542 4659 / 640 2157","informes@inppares.org, sedecomas@innpares.org","Lunes a Viernes 9 a.m. - 7 p.m. / Sábados 9 a.m. - 1 p.m.",,www.inppares.org,,"Realización de pruebas de VIH y otras ITS","542 4659 / 640 2157","informes@inppares.org, sedecomas@innpares.org","Lunes a Viernes 9 a.m. - 7 p.m. / Sábados 9 a.m. - 1 p.m.",,www.inppares.org,,,,,,,,,,"542 4659 / 640 2157","informes@inppares.org, sedecomas@innpares.org","Lunes a Viernes 9 a.m. - 7 p.m. / Sábados 9 a.m. - 1 p.m.",,www.inppares.org,,"Detección de cáncer de cuello uterino y cáncer de mamas","542 4659 / 640 2157","informes@inppares.org, sedecomas@innpares.org","Lunes a Viernes 9 a.m. - 7 p.m. / Sábados 9 a.m. - 1 p.m.",,www.inppares.org,,,,,,,,,SI,SI,SI,SI,SI,SI
203,"INPPARES - Los Olivos","Asociación Miembro IPPF/WHR","Jr. Jose Santos Chocano",899,,,"Los Olivos","Los Olivos",Lima,Lima,Perú,1,,,-11.99101,-77.06803,1,,SI,SI,SI,NO,SI,SI,SI,"485 0186 / 640 2158","informes@inppares.org, sedelosolivos@inppares.org","Lunes a Viernes 9 a.m. - 7 p.m. / Sábados 9 a.m. - 6 p.m.",,www.inppares.org,,,"485 0186 / 640 2158","informes@inppares.org, sedelosolivos@inppares.org","Lunes a Viernes 9 a.m. - 7 p.m. / Sábados 9 a.m. - 6 p.m.",,www.inppares.org,,"Realización de pruebas de VIH y otras ITS","485 0186 / 640 2158","informes@inppares.org, sedelosolivos@inppares.org","Lunes a Viernes 9 a.m. - 7 p.m. / Sábados 9 a.m. - 6 p.m.",,www.inppares.org,,,,,,,,,,"485 0186 / 640 2158","informes@inppares.org, sedelosolivos@inppares.org","Lunes a Viernes 9 a.m. - 7 p.m. / Sábados 9 a.m. - 6 p.m.",,www.inppares.org,,"Detección de cáncer de cuello uterino y cáncer de mamas","485 0186 / 640 2158","informes@inppares.org, sedelosolivos@inppares.org","Lunes a Viernes 9 a.m. - 7 p.m. / Sábados 9 a.m. - 6 p.m.",,www.inppares.org,,,,,,,,,SI,SI,SI,SI,SI,SI
204,"INPPARES - San Juan de Lurigancho","Asociación Miembro IPPF/WHR","Jr. Los Ebanos","101 - A",,,"San Juan de Lurigancho","San Juan de Lurigancho",Lima,Lima,Perú,1,,,-12.00154,-76.00852,1,,SI,SI,SI,NO,SI,SI,SI,"376 6559 / 640 2156","informes@inppares.org, sedesjl@inppares.org","Lunes a Sábados 9 a.m. - 7 p.m.",,www.inppares.org,,,"376 6559 / 640 2156","informes@inppares.org, sedesjl@inppares.org","Lunes a Sábados 9 a.m. - 7 p.m.",,www.inppares.org,,"Realización de pruebas de VIH y otras ITS","376 6559 / 640 2156","informes@inppares.org, sedesjl@inppares.org","Lunes a Sábados 9 a.m. - 7 p.m.",,www.inppares.org,,,,,,,,,,"376 6559 / 640 2156","informes@inppares.org, sedesjl@inppares.org","Lunes a Sábados 9 a.m. - 7 p.m.",,www.inppares.org,,"Detección de cáncer de cuello uterino y cáncer de mamas","376 6559 / 640 2156","informes@inppares.org, sedesjl@inppares.org","Lunes a Sábados 9 a.m. - 7 p.m.",,www.inppares.org,,,,,,,,,SI,SI,SI,SI,SI,SI
205,"INPPARES - Chiclayo","Asociación Miembro IPPF/WHR","Ca. Coronel Leoncio Prado",485,,,Chiclayo,Chiclayo,Lambayeque,Lambayeque,Perú,1,,,-6.76864,-79.84233,1,,SI,SI,SI,NO,SI,SI,SI,"074 227270",sedechiclayo@inppares.org,"Lunes a Sábados 7.30 a.m. - 9 p.m.",,www.inppares.org,,,"074 227270",sedechiclayo@inppares.org,"Lunes a Sábados 7.30 a.m. - 9 p.m.",,www.inppares.org,,"Realización de pruebas de VIH y otras ITS","074 227270",sedechiclayo@inppares.org,"Lunes a Sábados 7.30 a.m. - 9 p.m.",,www.inppares.org,,,,,,,,,,"074 227270",sedechiclayo@inppares.org,"Lunes a Sábados 7.30 a.m. - 9 p.m.",,www.inppares.org,,"Detección de cáncer de cuello uterino y cáncer de mamas","074 227270",sedechiclayo@inppares.org,"Lunes a Sábados 7.30 a.m. - 9 p.m.",,www.inppares.org,,,,,,,,,SI,SI,SI,SI,SI,SI
206,"INPPARES - Chimbote","Asociación Miembro IPPF/WHR","Jr. Elias Aguirre",636,,,Chimbote,Chimbote,Santa,Áncash,Perú,1,,,-9.06955,-78.59141,1,,SI,SI,SI,NO,SI,SI,SI,"043 346157",sedechimbote@inppares.org,"Lunes a Sábados 8.30 a.m. - 8 p.m.",,www.inppares.org,,,"043 346157",sedechimbote@inppares.org,"Lunes a Sábados 8.30 a.m. - 8 p.m.",,www.inppares.org,,"Realización de pruebas de VIH y otras ITS","043 346157",sedechimbote@inppares.org,"Lunes a Sábados 8.30 a.m. - 8 p.m.",,www.inppares.org,,,,,,,,,,"043 346157",sedechimbote@inppares.org,"Lunes a Sábados 8.30 a.m. - 8 p.m.",,www.inppares.org,,"Detección de cáncer de cuello uterino y cáncer de mamas","043 346157",sedechimbote@inppares.org,"Lunes a Sábados 8.30 a.m. - 8 p.m.",,www.inppares.org,,,,,,,,,SI,SI,SI,SI,SI,SI
207,"INPPARES - Arequipa","Asociación Miembro IPPF/WHR","Ca. Bartolome Herrera",206,,,Arequipa,Arequipa,Arequipa,Arequipa,Perú,1,,,-16.39854,-71.5284,1,,SI,SI,SI,NO,SI,SI,SI,"054 226211 / 054 286600",sedearequipa@inppares.org,"Lun a Vie 8 a.m. - 8 p.m. / Sáb 9 a.m. - 1 p.m. / 3 p.m. - 7 p.m.",,www.inppares.org,,,"054 226211 / 054 286600",sedearequipa@inppares.org,"Lun a Vie 8 a.m. - 8 p.m. / Sáb 9 a.m. - 1 p.m. / 3 p.m. - 7 p.m.",,www.inppares.org,,"Realización de pruebas de VIH y otras ITS","054 226211 / 054 286600",sedearequipa@inppares.org,"Lun a Vie 8 a.m. - 8 p.m. / Sáb 9 a.m. - 1 p.m. / 3 p.m. - 7 p.m.",,www.inppares.org,,,,,,,,,,"054 226211 / 054 286600",sedearequipa@inppares.org,"Lun a Vie 8 a.m. - 8 p.m. / Sáb 9 a.m. - 1 p.m. / 3 p.m. - 7 p.m.",,www.inppares.org,,"Detección de cáncer de cuello uterino y cáncer de mamas","054 226211 / 054 286600",sedearequipa@inppares.org,"Lun a Vie 8 a.m. - 8 p.m. / Sáb 9 a.m. - 1 p.m. / 3 p.m. - 7 p.m.",,www.inppares.org,,,,,,,,,SI,SI,SI,SI,SI,SI
208,"INPPARES - Tacna","Asociación Miembro IPPF/WHR","Avenida Bolognesi",1361,,,Tacna,Tacna,Tacna,Tacna,Perú,1,,,-18.01514,-70.25252,1,,SI,SI,SI,NO,SI,SI,SI,"052 426972 / 052 412709",sedetacna@inppares.org,"Lunes a Sábados 7.30 a.m. - 1 p.m. / 3 p.m. - 8 p.m.",,www.inppares.org,,,"052 426972 / 052 412709",sedetacna@inppares.org,"Lunes a Sábados 7.30 a.m. - 1 p.m. / 3 p.m. - 8 p.m.",,www.inppares.org,,"Realización de pruebas de VIH y otras ITS","052 426972 / 052 412709",sedetacna@inppares.org,"Lunes a Sábados 7.30 a.m. - 1 p.m. / 3 p.m. - 8 p.m.",,www.inppares.org,,,,,,,,,,"052 426972 / 052 412709",sedetacna@inppares.org,"Lunes a Sábados 7.30 a.m. - 1 p.m. / 3 p.m. - 8 p.m.",,www.inppares.org,,"Detección de cáncer de cuello uterino y cáncer de mamas","052 426972 / 052 412709",sedetacna@inppares.org,"Lunes a Sábados 7.30 a.m. - 1 p.m. / 3 p.m. - 8 p.m.",,www.inppares.org,,,,,,,,,SI,SI,SI,SI,SI,SI
251,"La Esperanza","Nivel 1 I-2","Av Huascar",,,,"La Esperanza",Chimbote,"El Santa",Áncash,Perú,1,,,-8.96635803,-78.5873599,1,,SI,SI,SI,SI,SI,SI,SI,043-341094,,,,,,,043-341094,,,,,,,043-341094,,,,,,,,,,,,,,043-341094,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",043-341094,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
252,"C.S. Progreso","Nivel 1 I-4","Prolongación José Galvez",,,,,Chimbote,"El Santa",Áncash,Perú,1,,,-8.9058333,-78.57541667,1,,SI,SI,SI,SI,SI,SI,SI,043-329213,,,,,,,043-329213,,,,,,,043-329213,,,,,,,,,,,,,,043-329213,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",043-329213,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
253,"P.S.San Pedro","Nivel 1 I-2","Jr Los Angeles","Mz K",,,,Chimbote,"El Santa",Áncash,Perú,1,,,-8.93425,-78.57541667,1,,SI,SI,SI,SI,SI,SI,SI,043-320938,,,,,,,043-320938,,,,,,,043-320938,,,,,,,,,,,,,,043-320938,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",043-320938,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
254,"P.S La Union","Nivel 1 I-2","Pp.Jj. La Union","Mz 1 Lote 11",,,"La Union",Chimbote,"El Santa",Áncash,Perú,1,,,-8.9507222,-78.53125,1,,SI,SI,SI,SI,SI,SI,SI,,puesto_salud_clas_union@hotmail.com,,,https://web.facebook.com/Puesto.Salud.Clas/?_rdc=1&_rdr,,,,puesto_salud_clas_union@hotmail.com,,,https://web.facebook.com/Puesto.Salud.Clas/?_rdc=1&_rdr,,,,puesto_salud_clas_union@hotmail.com,,,https://web.facebook.com/Puesto.Salud.Clas/?_rdc=1&_rdr,,,,,,,,,,,puesto_salud_clas_union@hotmail.com,,,https://web.facebook.com/Puesto.Salud.Clas/?_rdc=1&_rdr,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",,puesto_salud_clas_union@hotmail.com,,,https://web.facebook.com/Puesto.Salud.Clas/?_rdc=1&_rdr,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
255,"P.S.14 Incas","Nivel 1 I-1","14 Incas",,,,,Chimbote,"El Santa",Áncash,Perú,1,,,-8.9700556,-78.51597222,1,,SI,SI,SI,SI,SI,SI,SI,043-324988,,,,,,,043-324988,,,,,,,043-324988,,,,,,,,,,,,,,043-324988,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",043-324988,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
256,"P.S. Victor Raul","Nivel 1 I-2","Urb. El Acero",,,,"Urb. El Acero",Chimbote,"El Santa",Áncash,Perú,1,,,-9.5098889,-77.99558333,1,,SI,SI,SI,SI,SI,SI,SI,043-328227,,,,,,,043-328227,,,,,,,043-328227,,,,,,,,,,,,,,043-328227,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",043-328227,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
257,"P.S.Cambio Puente","Nivel 1 I-2","Cambio Puente",,,,,Chimbote,"El Santa",Áncash,Perú,1,,,-8.9965,-78.55333333,1,,SI,SI,SI,SI,SI,SI,SI,043-324988,,,,,,,043-324988,,,,,,,043-324988,,,,,,,,,,,,,,043-324988,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",043-324988,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
258,P.S.Chachapoyas,"Nivel 1 I-1",Chachapoyas,,,,,Chimbote,"El Santa",Áncash,Perú,1,,,-8.974009,-78.497255,1,,SI,SI,SI,SI,SI,SI,SI,043-326942,,,,,,,043-326942,,,,,,,043-326942,,,,,,,,,,,,,,043-326942,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",043-326942,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
259,"P.S.Miraflores Alto","Nivel 1 I-3","Av. Pardo","Mz 23-1",,,"Ppjj Miraflores",Chimbote,"El Santa",Áncash,Perú,1,,,-8.9648611,-78.5465,1,,SI,SI,SI,SI,SI,SI,SI,043-353477,,,,,,,043-353477,,,,,,,043-353477,,,,,,,,,,,,,,043-353477,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",043-353477,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
260,"P.S.San Juan","Nivel 1 I-2","Las Carmelitas",,,,,Chimbote,"El Santa",Áncash,Perú,1,,,-8.8798611,-78.54036111,1,,SI,SI,SI,SI,SI,SI,SI,043-324980,,,,,,,043-324980,,,,,,,043-324980,,,,,,,,,,,,,,043-324980,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",043-324980,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
261,P.S.Florida,"Nivel 1 I-3","Jr. Moquegua",200,,,"Florida Baja",Chimbote,"El Santa",Áncash,Perú,1,,,-8.8906944,-78.36447222,1,,SI,SI,SI,SI,SI,SI,SI,"043-345762 043-345762 043-345762 043-345762",,,,,,,"043-345762 043-345762 043-345762 043-345762",,,,,,,"043-345762 043-345762 043-345762 043-345762",,,,,,,,,,,,,,"043-345762 043-345762 043-345762 043-345762",,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas","043-345762 043-345762 043-345762 043-345762",,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
262,"P.S.Magdalena Nueva","Nivel 1 I-2","Jr. Atahualpa","Cuadra 3",,,,Chimbote,"El Santa",Áncash,Perú,1,,,-8.96825,-78.57825,1,,SI,SI,SI,SI,SI,SI,SI,043-343324,,,,,,,043-343324,,,,,,,043-343324,,,,,,,,,,,,,,043-343324,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",043-343324,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
